Protein.Acc,uniprot,Protein.Descriptions,up/low,P value.(up/low),length,Mass,pI,charge,alphaHelixIndex,BetaSheet,hdrophobicity,instabilityIndex
AT1G47750.1,Q9FZF1,peroxin 11A,0.602312158,1.32168e-6,248,27677.22624,9.90158878048036,8.09325496736691,0.7132282451203736,0.71022749083349,-0.07379032258064518,39.918145161290326
AT1G47830.1,Q84WL9,SNARE-like superfamily protein,1.842882705,0.003502542,142,17066.76984,6.513448602891951,-3.5569375909237646,0.5985442665804483,0.6712865761331743,-0.07253521126760566,44.51619718309859
AT1G48030.2,Q9M5K3,mitochondrial lipoamide dehydrogenase 1,0.569205999,9.90337e-6,507,53988.05324,7.453377957391146,-2.3827179052802294,0.793209007886093,0.6496358607211243,-0.04201183431952663,33.60769230769231
AT1G48200.1,Q6NPH1,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; Has 30 Blast hits to 30 proteins in 12 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 30; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,0.85746026,0.084421931,118,12865.86274,9.114118420328166,1.6625249487511984,0.45207962261546797,0.5176105408594868,-0.10423728813559323,29.189830508474575
AT1G48420.1,Q8W4C7,D-cysteine desulfhydrase,0.996781252,0.970010374,401,43900.19594,7.3923795871362,-2.1089197337744126,0.6459708681642664,0.7337648686555724,-0.20573566084788034,36.146633416458855
AT1G48440.1,Q8LDS7,B-cell receptor-associated 31-like,0.858496452,0.170601803,129,14977.82114,8.701230849013406,2.4751954083528194,0.7104041488276983,0.6960583142337496,0.32170542635658916,39.22403100775194
AT1G48460.1,Q5PNY9,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast envelope; EXPRESSED IN: 21 plant structures; EXPRESSED DURING: 13 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G63040.1); Has 60 Blast hits to 60 proteins in 14 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 60; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,1.963247917,1.61706e-4,340,38070.68544,10.091531143631935,11.190854146189734,0.7034803494038827,0.8352060570028826,0.3135294117647059,54.86294117647059
AT1G48480.1,Q9LP77,receptor-like kinase 1,0.70123177,0.003783974,655,71131.18294,8.263183160514103,0.9410252542394062,0.8893584256000185,0.8196873582224299,-0.18961832061068704,36.60503816793893
AT1G48570.1,Q9LP67,zinc finger (Ran-binding) family protein,0.88438374,0.054466235,455,51817.73384,8.555250923253062,6.245762747898548,0.7595621838369536,0.9509714970529082,-0.6615384615384615,59.42681318681319
AT1G48630.1,Q9C4Z6,receptor for activated C kinase 1B,1.048520791,0.208685617,326,35800.52644,7.1249493572943186,-3.3337574744170597,0.6180911115711756,0.6446492804420307,-0.17607361963190185,22.33312883435583
AT1G48830.1,Q9C514,Ribosomal protein S7e family protein,1.361283224,2.64953e-4,191,21922.45134,10.445241645406377,11.98163365922536,0.8716344315924452,0.8798256130938771,-0.46806282722513093,23.92565445026178
AT1G48840.1,Q8VXZ2,Plant protein of unknown function (DUF639),0.746680894,0.05147662,691,77431.26564,7.809622576404936,-0.847478994563569,0.8509690141153321,0.7555054753218663,0.10274963820549926,44.30086830680173
AT1G48920.1,Q9FVQ1,nucleolin like 1,1.177459172,0.001678386,557,58773.380040000004,4.841531780276851,-18.378954512669026,0.7581414698945532,0.8226912205462568,-1.1728904847396768,48.41723518850988
AT1G49140.1,Q9M9B4,Complex I subunit NDUFS6,1.0107975,0.885076414,107,12530.37644,8.245106384737213,0.4544957705945025,0.6068283387373465,0.7620217288615604,-0.8803738317757009,44
AT1G49300.1,Q9XI98,RAB GTPase homolog  G3E,1.088613984,0.084422072,206,22979.84974,4.685271503786566,-6.834642862291767,0.513859374933481,0.7724165048407545,-0.3737864077669903,41.2004854368932
AT1G49340.2,Q9SXA1,Phosphatidylinositol 3- and 4-kinase family protein,1.975577028,4.11942e-6,2028,224016.96144,6.43089994747827,-29.212299428966332,0.8840981760915606,0.8266360415981686,-0.10187376725838267,43.820216962524654
AT1G49350.1,Q94AT3,pfkB-like carbohydrate kinase family protein,0.985267497,0.885310866,378,40320.01974,7.806540235200423,-0.7755196596468681,0.7437956096365941,0.824486746052444,0.2661375661375661,34.689153439153436
AT1G49400.1,Q9XIA6,"Nucleic acid-binding, OB-fold-like protein",0.904045359,0.336006816,116,12560.41574,10.787748015994019,10.700336061025867,0.7402272109073046,0.6174673068807812,-0.3620689655172414,49.17758620689656
AT1G49410.1,Q9XIA7,translocase of the outer mitochondrial membrane 6,0.481615069,0.018138939,54,6265.40284,9.767147665267853,1.9836940859911407,0.5443651006117158,0.5204506568392593,0.0796296296296296,15.020370370370369
AT1G49600.1,Q9FX88,RNA-binding protein 47A,1.339185604,0.011004994,445,48483.298839999996,5.865494509502853,-8.166294499728616,0.6656640229517249,0.7533319811832659,-0.7065168539325843,51.188988764044936
AT1G49740.1,Q9FXA0,PLC-like phosphodiesterases superfamily protein,1.335723183,0.025179907,359,39825.60484,8.197958365208692,0.8655658764045673,0.7353618995707373,0.7253485111304563,-0.18551532033426185,41.42841225626741
AT1G49760.1,Q9FXA2,poly(A) binding protein 8,1.31121824,0.011731045,671,72779.30984,7.6230839087312185,-1.197241141658062,0.7829209884200747,0.826636805065245,-0.4786885245901639,43.4672131147541
AT1G49820.1,Q9C6D2,S-methyl-5-thioribose kinase,1.067690366,0.29602615,420,48070.76544,5.479847086460292,-14.415882840723738,0.727704033945786,0.6164756171696701,-0.27285714285714285,43.88904761904762
AT1G50020.1,Q9LPM3,"unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast thylakoid membrane, chloroplast; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 15 growth stages; Has 72 Blast hits to 72 proteins in 27 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 72; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).",1.159542777,0.006980454,209,23273.59784,9.089846438004367,2.402817718684882,0.6040163915015011,0.7632823742262075,-0.375598086124402,53.33205741626795
AT1G50120.1,Q8RWU2,"FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Rgp1 (InterPro:IPR014848), Immunoglobulin E-set (InterPro:IPR014756); Has 144 Blast hits to 140 proteins in 61 species: Archae - 0; Bacteria - 0; Metazoa - 86; Fungi - 10; Plants - 39; Viruses - 0; Other Eukaryotes - 9 (source: NCBI BLink).",0.702178265,2.7034e-4,532,59105.24244,6.087470864249759,-7.580318334007677,0.7407215499217514,0.8472457471149674,-0.45338345864661656,51.447744360902256
AT1G50250.1,Q39102,FTSH protease 1,1.307507335,9.98495e-4,716,76759.34994,5.538758665976384,-8.914002185137361,0.7906359522602293,0.8208208362097434,-0.13170391061452516,43.3177374301676
AT1G50380.1,Q9SX53,Prolyl oligopeptidase family protein,1.059577225,0.317198132,710,80938.84844,5.570416250484289,-20.36704797420171,0.7167692713206889,0.8844320238572595,-0.4397183098591549,38.12788732394366
AT1G50450.1,Q94BZ0,Saccharopine dehydrogenase,0.964868342,0.547709847,428,46559.62274,8.271422531441772,0.7581642445066314,0.7027998089075536,0.8417933336866955,-0.057242990654205614,32.92943925233645
AT1G50480.1,Q9SPK5,10-formyltetrahydrofolate synthetase,1.085528274,0.070026865,634,67801.76244,6.698763746571887,-7.904260950120602,0.8218533855955791,0.8404158967324636,-0.03974763406940064,35.22981072555205
AT1G50510.1,Q84K35,indigoidine synthase A family protein,0.659255921,3.65754e-5,330,34799.75624,7.637333599001471,-0.8255890573553657,0.6762954370643617,0.6981446549166826,0.06909090909090908,36.25939393939394
AT1G50670.1,Q9LPT6,OTU-like cysteine protease family protein,1.32719278,0.044821624,208,23425.44514,4.728867994921535,-9.523407953791933,0.522594468716735,0.6089850393910404,-0.35336538461538464,44.76394230769231
AT1G50700.1,Q9C6P3,calcium-dependent protein kinase 33,1.996031547,5.75804e-7,521,58605.82374,6.3757126815615806,-8.074336220370666,0.7503868262824085,0.6490513487539645,-0.4740882917466411,41.627447216890594
AT1G50730.1,Q9C6T6,unknown protein; Has 218 Blast hits to 209 proteins in 78 species: Archae - 0; Bacteria - 0; Metazoa - 141; Fungi - 2; Plants - 33; Viruses - 0; Other Eukaryotes - 42 (source: NCBI BLink).,1.870201472,0.022617365,923,103971.50504,5.170688407275468,-34.95769378866659,0.6950365332784524,0.7947569705185508,0.06847237269772478,44.78255687973998
AT1G50920.1,Q9C6I8,Nucleolar GTP-binding protein,1.203072933,0.021098234,671,76848.79784,10.19305221625886,32.382274540655985,0.7262906007574518,0.7717333210436078,-0.6350223546944859,45.26795827123696
AT1G50940.1,Q9C6I6,electron transfer flavoprotein alpha,0.696348636,0.005618439,363,38407.86704,6.927444242987965,-2.202844022727507,0.7398679967417361,0.671237963957462,0.0862258953168044,38.01735537190083
AT1G50950.1,Q9C6I5,Thioredoxin protein with domain of unknown function (DUF1692),0.867796648,0.150419668,484,54363.56044,6.852226728723938,-8.552033819986542,0.8218586559581865,0.6701304710505407,-0.2756198347107438,38.391942148760336
AT1G51110.1,Q8LAP6,Plastid-lipid associated protein PAP / fibrillin family protein,1.055039648,0.412901133,409,45765.40534,8.083742809893655,0.1523889443562627,0.8016983808106485,0.7913415959058483,-0.1779951100244499,48.241809290953555
AT1G51160.1,Q9SYB8,SNARE-like superfamily protein,2.029360716,4.42644e-6,169,18964.85144,9.492506502191075,4.410276315233232,0.6555080995567399,0.6457407391020339,-0.24911242603550302,38.308284023668634
AT1G51390.1,Q9C8J2,NFU domain protein 5,0.517897863,8.40342e-4,275,29971.68274,4.596313864011016,-12.455632800830667,0.8110119416677967,0.6990737965277629,-0.18145454545454548,63.08981818181818
AT1G51510.1,Q8LG23,RNA-binding (RRM/RBD/RNP motifs) family protein,1.490848713,9.81221e-5,202,22438.45154,4.947633228952722,-6.025115142883435,0.636751164090639,0.7376630906416893,-1.0188118811881188,65.55841584158416
AT1G51540.1,Q84VX7,Galactose oxidase/kelch repeat superfamily protein,1.00584821,0.912371946,415,46747.14894,9.815546025925846,10.847374399086949,0.6923273458507498,0.8693728449401023,-0.28481927710843374,28.724578313253012
AT1G51560.1,Q9C8K8,Pyridoxamine 5'-phosphate oxidase family protein,1.520538548,1.11546e-5,392,43582.51314,6.882174943773859,-5.627451296197439,0.6529963725832724,0.9596660852142683,-0.30127551020408166,50.63188775510204
AT1G51570.1,Q9C8H3,Calcium-dependent lipid-binding (CaLB domain) plant phosphoribosyltransferase family protein,0.699974768,3.19242e-4,776,89154.39444,9.357921034686184,13.151026230251214,0.7629736777655185,0.9996056630819367,-0.23466494845360827,43.2416237113402
AT1G51590.1,Q9C512,alpha-mannosidase 1,0.597698762,0.001705135,560,63532.21164,6.4097650318073836,-4.02049182652871,0.6786355965299392,0.6700335820515879,-0.4094642857142857,35.887499999999996
AT1G51610.1,Q8H1G3,Cation efflux family protein,0.529038283,2.15274e-4,457,50104.21134,7.697340037709016,-1.3433671774921896,0.753375298929591,0.7041557911651227,-0.014223194748358878,32.5308533916849
AT1G51630.1,Q0WPA5,O-fucosyltransferase family protein,1.097232616,0.04754017,423,47142.19824,6.9036818400848565,-4.745743428296317,0.7943402117673312,0.8669857940821427,-0.16146572104018916,40.538061465721036
AT1G51650.1,Q96253,"ATP synthase epsilon chain, mitochondrial",0.990015451,0.929952911,70,7832.0313400000005,9.77381169507539,3.4094008875509996,0.6535877606497148,0.5763928958945789,-0.3728571428571429,42.52285714285714
AT1G51710.1,Q949Y0,ubiquitin-specific protease 6,1.371875527,0.002247885,482,53695.90314,6.115079685108498,-10.738495427643663,0.6691605906202462,0.6940483789968176,-0.4692946058091287,47.95580912863071
AT1G51740.1,P59277,syntaxin of plants 81,0.755777708,2.84244e-4,310,35573.42104,6.733740397778534,-3.2345969735714823,0.8279944441727565,0.8202974455977631,-0.45483870967741935,54.68483870967742
AT1G51760.1,O04373,peptidase M20/M25/M40 family protein,0.614114389,6.24837e-6,440,48263.46314,6.7253925648763255,-6.735843230274207,0.7114408786695324,0.6269571471729125,-0.06750000000000002,40.123636363636365
AT1G51980.1,Q9ZU25,Insulinase (Peptidase family M16) protein,0.65279846,0.004180729,503,54402.00024,6.263580779338732,-6.875901002540152,0.8244392391691001,0.704456380242644,-0.126441351888668,38.460437375745535
AT1G52220.1,Q9M812,"FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast thylakoid membrane, chloroplast; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; BEST Arabidopsis thaliana protein match is: photosystem I P subunit (TAIR:AT2G46820.2); Has 291 Blast hits to 291 proteins in 50 species: Archae - 0; Bacteria - 90; Metazoa - 0; Fungi - 0; Plants - 200; Viruses - 0; Other Eukaryotes - 1 (source: NCBI BLink).",0.659796304,0.050346239,156,16945.61394,9.630530333337088,1.9615127069240756,0.6434754753791241,0.535528159591427,0.20641025641025637,26.176923076923075
AT1G52260.1,A3KPF5,PDI-like 1-5,0.536993088,4.25329e-6,537,60157.80584,4.723109010302621,-20.250150375362864,0.776373977221745,0.5958237661204188,-0.14729981378026072,32.23445065176909
AT1G52320.2,Q9C824,"unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: N-terminal protein myristoylation; LOCATED IN: plasma membrane; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF630 (InterPro:IPR006868), Protein of unknown function DUF632 (InterPro:IPR006867); BEST Arabidopsis thaliana protein match is: Protein of unknown function (DUF630 and DUF632) (TAIR:AT5G25590.1); Has 8725 Blast hits to 7476 proteins in 620 species: Archae - 10; Bacteria - 622; Metazoa - 3286; Fungi - 1319; Plants - 1442; Viruses - 221; Other Eukaryotes - 1825 (source: NCBI BLink).",1.55361868,8.8962e-6,798,90455.03543999999,5.941676822916456,-30.09274921818832,0.7929212924677149,0.8290881316870382,-0.8864661654135338,61.10037593984963
AT1G52540.1,Q8LDB7,Protein kinase superfamily protein,2.378150213,9.14217e-7,350,39868.30804,5.877665910333355,-9.725027674845778,0.7128465207609106,0.7333193794909956,-0.398,43.83371428571429
AT1G52590.1,Q9SSR1,Putative thiol-disulphide oxidoreductase DCC,1.141977988,0.024836312,172,19708.67084,9.556621545116093,4.087004263925155,0.6793644218664627,0.7731670519803472,-0.16860465116279072,50.27383720930233
AT1G52600.1,Q570X6,Peptidase S24/S26A/S26B/S26C family protein,1.110077485,0.273321198,180,20021.55644,7.162296169562194,-1.2483623169130338,0.7512152144973985,0.6403295902717706,0.3144444444444444,20.581111111111113
AT1G52670.1,Q8VZ68,Single hybrid motif superfamily protein,1.413619938,0.006648452,274,29573.80974,8.603787791315208,1.7849592995217511,0.725653723018924,0.7839517073123183,-0.2208029197080292,52.85036496350365
AT1G52760.1,Q9C942,lysophospholipase 2,0.763087508,0.004326307,332,36975.26534,6.519594569058367,-4.222626860952655,0.6684261317042656,0.6284835107979888,-0.3430722891566265,29.750602409638557
AT1G52780.1,Q0WPB8,Protein of unknown function (DUF2921),1.608426545,4.21596e-5,1059,119958.58464,7.351637274759303,-6.038131747585392,0.8000449451923394,0.8842779895557367,-0.15439093484419267,38.8222851746931
AT1G52930.1,Q9C928,Ribosomal RNA processing Brix domain protein,1.33119707,0.001019748,320,36696.63244,10.364711459609508,20.59521337172394,0.6313745083503629,0.7513628203612727,-0.6825,40.5403125
AT1G52980.1,Q9C923,GTP-binding family protein,1.126467429,0.22806725,576,65037.57294,8.202811905249867,0.5661484470223477,0.8073387308825418,0.7358396652195028,-0.78125,46.18506944444445
AT1G53000.1,Q9C920,Nucleotide-diphospho-sugar transferases superfamily protein,0.808001652,0.010854297,290,32244.93264,6.522733737390402,-3.795608474092296,0.6588982781622823,0.7277700716129835,-0.2913793103448276,40.94206896551724
AT1G53025.1,Q8GY87,Ubiquitin-conjugating enzyme family protein,1.096603652,0.509854821,543,60552.13974,8.011976797586366,-0.14912494114015362,0.8112850347577666,0.7447861820024514,-0.5368324125230203,45.39834254143647
AT1G53070.1,Q9LNN2,Legume lectin family protein,1.018264882,0.848190509,272,30378.29744,8.84313000197331,1.7358542168540274,0.6796616328882132,0.631640488676726,-0.25919117647058826,14.499264705882354
AT1G53210.1,Q8L636,sodium/calcium exchanger family protein / calcium-binding EF hand family protein,1.066860643,0.283432432,585,63416.72544,4.968735338523114,-16.620251403040378,0.7924416483421388,0.6321321151764369,0.4721367521367521,29.154358974358978
AT1G53240.1,Q9ZP06,Lactate/malate dehydrogenase family protein,0.556668997,3.89297e-4,341,35804.46224,8.582457210252624,1.7826764547323202,0.6843294218352151,0.6840997934522561,0.1653958944281525,44.59560117302053
AT1G53290.1,Q8L7M1,Galactosyltransferase family protein,0.575411954,0.007688088,345,38776.74604,8.957125020592745,4.982217802448375,0.6013844940509071,0.6655974196859527,-0.24376811594202902,59.383478260869566
AT1G53310.3,Q9MAH0,phosphoenolpyruvate carboxylase 1,1.372136812,1.76347e-5,967,110285.96244,5.934850219634388,-25.462443686989424,0.8974968175087897,0.820460495334867,-0.390899689762151,47.467942088934855
AT1G53350.1,P0C8S1,Disease resistance protein (CC-NBS-LRR class) family,1.491254051,0.122320595,927,106486.41394,8.218190921986167,1.2449191768656287,0.8740550814965801,0.7050756063409095,-0.23451995685005397,45.26979503775621
AT1G53590.1,Q93XX4,Calcium-dependent lipid-binding (CaLB domain) family protein,0.669667979,0.007436434,751,84901.46794,5.809085846927314,-17.081553831413682,0.9293684314093039,0.8319144234940332,-0.5165113182423436,46.75992010652463
AT1G53645.1,Q9LPI3,hydroxyproline-rich glycoprotein family protein,1.046949584,0.620350947,523,56918.82724,6.41789361083243,-3.8915961791620872,0.7576255096537344,1.0538338086414818,-1.012810707456979,66.96003824091778
AT1G53750.1,Q9SSB5,regulatory particle triple-A 1A,1.546252431,1.34315e-4,426,47803.25054,6.559573610773785,-3.7445418337522796,0.9094488132535289,0.7237352391671016,-0.4,35.20962441314554
AT1G53840.1,Q43867,pectin methylesterase 1,2.107402628,1.56563e-5,586,64149.19154,8.510262791633984,2.6213684807407307,0.6662269348456303,0.5856736585819725,-0.21075085324232082,32.98430034129693
AT1G53850.2,O81149,20S proteasome alpha subunit E1,1.628633278,0.001667486,237,25947.236539999998,4.4101216580356475,-16.86551577257177,0.6117317024681944,0.746936455640595,-0.20042194092827004,46.21603375527426
AT1G54100.2,Q9SYG7,aldehyde dehydrogenase 7B4,1.133711725,0.373039158,508,54208.28074,5.228867005894564,-10.272072474148004,0.9104185134937478,0.5593032958951425,0.04763779527559054,31.788976377952757
AT1G54130.1,Q9SYH1,RELA/SPOT homolog 3,0.896523539,0.024445827,715,79714.62634,7.124649021068446,-8.860039630076894,0.781190356689488,0.8168977105809028,-0.3321678321678322,47.76461538461538
AT1G54150.1,Q9SYH3,E3 Ubiquitin ligase family protein,0.839031856,0.001534336,383,42696.95094,7.919455921237908,-0.6948560769854685,0.7305481405847363,0.6660479143496645,-0.206266318537859,47.92637075718016
AT1G54220.1,Q5M729,"Dihydrolipoamide acetyltransferase, long form protein",0.887117569,0.078292895,539,58467.46064,7.966337848109805,-0.436334761730207,0.718549227379782,0.7271023517948874,-0.3948051948051948,42.68756957328387
AT1G54340.1,Q9SLK0,isocitrate dehydrogenase,0.449928999,3.49286e-6,416,47234.10384,7.826770105899836,-0.8129318740315437,0.8034650815925999,0.7585025722998214,-0.30408653846153844,30.11129807692308
AT1G54570.1,Q9ZVN2,Esterase/lipase/thioesterase family protein,1.305169032,5.64628e-4,704,78203.52284,8.060725803509857,-0.049159848402091755,0.8022873808778133,0.7706364810181032,-0.1606534090909091,41.47741477272727
AT1G54630.1,P25702,acyl carrier protein 3,1.109174672,0.40515573,136,14649.87044,4.97433871789037,-2.62631955887238,0.5751947562198971,0.6871964583627156,0.032352941176470584,44.68970588235294
AT1G54780.1,Q9ZVL6,thylakoid lumen 18.3 kDa protein,1.339370211,0.005410733,285,31138.61724,9.367849466092604,2.9510057524791478,0.5876226514973152,0.7837549987906893,-0.2705263157894737,36.53754385964912
AT1G54990.1,Q9FZ33,alpha/beta-Hydrolases superfamily protein,0.659808192,8.33934e-6,473,52419.32204,5.847635365193136,-14.134852037967404,0.813466122944967,0.6889988733281666,-0.23361522198731505,44.07209302325582
AT1G55130.1,Q9C720,Endomembrane protein 70 protein family,0.889850491,0.023765779,637,73622.78134,8.161837293292702,0.6619983333089325,0.649431518630971,0.8561750540139678,0.17833594976452116,33.94976452119309
AT1G55820.1,A4FVR1,Kinase-related protein of unknown function (DUF1296),1.283147757,0.008876029,575,61876.86894,6.359040236449834,-13.113652787062698,0.6998627115710462,0.6611078415026259,-0.6815652173913044,54.954260869565225
AT1G55890.1,Q9LG23,Tetratricopeptide repeat (TPR)-like superfamily protein,0.837737343,0.002931841,398,44994.05514,9.172120594307106,5.426425375186147,0.8405380364284155,0.7895569515268904,-0.2954773869346734,40.30879396984925
AT1G55930.1,Q84R21,CBS domain-containing protein / transporter associated domain-containing protein,1.053411032,0.392723818,653,72928.80194,5.372865444043493,-18.976226325438635,0.7659177546763672,0.7903687950494647,-0.027871362940275656,35.486217457886674
AT1G56070.1,Q9ASR1,Ribosomal protein S5/Elongation factor G/III/V family protein,1.346520897,4.79297e-6,843,93891.12704,6.162694198492467,-15.685881357453528,0.8279296940845231,0.7443988858522791,-0.2279952550415184,33.42111506524318
AT1G56080.1,Q0IGM5,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: plasma membrane; EXPRESSED IN: 12 plant structures; EXPRESSED DURING: 6 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G16520.1); Has 196 Blast hits to 193 proteins in 50 species: Archae - 2; Bacteria - 0; Metazoa - 9; Fungi - 2; Plants - 132; Viruses - 0; Other Eukaryotes - 51 (source: NCBI BLink).,1.297003731,0.008335078,310,34597.43204,9.156445970174303,1.9960762925450206,0.741897326202407,0.7301336889626064,-0.7680645161290323,52.891612903225806
AT1G56110.1,Q9SGT7,homolog of nucleolar protein NOP56,0.960838609,0.590225461,522,58673.26234,9.176067881607622,5.790660856727994,0.8119620579808334,0.8498405869514738,-0.5697318007662835,33.67835249042145
AT1G56140.1,C0LGH3,Leucine-rich repeat transmembrane protein kinase,1.764533033,7.51076e-6,1033,113754.46034,6.7811349134189856,-9.709846549169733,0.6990312815781246,0.8300253786211407,-0.12168441432720235,31.334753146176187
AT1G56330.1,Q01474,secretion-associated RAS 1B,0.784850501,0.010334404,193,21986.39594,7.07302921507381,-1.3026039832852092,0.7542807893526097,0.7467008344880951,-0.12435233160621763,27.452331606217616
AT1G56340.1,O04151,calreticulin 1a,0.529739413,2.96026e-5,425,48527.34644,4.203780258310775,-47.95009597600634,0.5789730358655159,0.6746104059530317,-1.0094117647058825,31.456000000000003
AT1G56450.1,Q7DLR9,20S proteasome beta subunit G1,1.355600797,0.001197707,246,27651.36674,6.520604265034546,-3.3002653042570294,0.8028171312137132,0.6632280272842087,-0.3406504065040651,37.951219512195124
AT1G56500.1,Q8VZ10,haloacid dehalogenase-like hydrolase family protein,1.010040203,0.849029226,1055,114402.45454,5.272369077635951,-20.9252293287232,0.6921539317485768,0.7187859382042089,-0.21516587677725119,35.246161137440765
AT1G56580.1,Q9FXB0,"Protein of unknown function, DUF538",1.008674896,0.945897323,166,18406.28394,7.35972532234264,-0.3368071810968466,0.6215109914547415,0.7569060522956227,-0.26686746987951804,22.79698795180723
AT1G57620.1,Q9FVU0,emp24/gp25L/p24 family/GOLD family protein,0.903536274,0.036952656,212,23888.65554,7.112362412692854,-2.161173660666804,0.6798698252463344,0.7708750701852238,-0.005660377358490576,30.386792452830193
AT1G57720.2,Q9FVT2,"Translation elongation factor EF1B, gamma chain",1.392134074,1.69676e-5,413,46400.33704,5.403684173436066,-8.247239644095231,0.6422080819934446,0.6525323069822674,-0.3498789346246973,43.66004842615012
AT1G57860.1,Q9FDZ9,Translation protein SH3-like family protein,1.033016742,0.781754811,164,18708.80624,11.17869264219276,20.723283757102074,0.7080006058341308,0.8853751200565313,-0.675,34.297560975609755
AT1G58060.1,Q9C6F9,RNA helicase family protein,1.037268856,0.753908284,1459,163599.67674,6.1045272910833,-29.3768436621094,0.7737673720231913,0.7574261075933457,-0.44057573680603157,51.18786840301577
AT1G58290.1,P42804,Glutamyl-tRNA reductase family protein,1.246956169,0.002348678,543,59515.33594,7.914532362255352,-1.1153556387570185,0.8689861761578735,1.0132846298427263,-0.19889502762430938,43.81381215469614
AT1G59610.1,Q9LQ55,dynamin-like 3,0.978194879,0.779155652,920,100228.18574,9.59158658420144,11.506096299295493,0.8118064100987151,0.8441011767649222,-0.5565217391304348,47.47021739130435
AT1G59710.1,Q9XIF7,Protein of unknown function (DUF569),1.699334399,3.80527e-4,300,33578.78454,6.974036192936545,-3.182451361343224,0.6733833071533857,0.7555285849933943,-0.5640000000000001,50.07833333333334
AT1G59820.1,Q9XIE6,aminophospholipid ATPase 3,1.810068892,3.2054e-5,1213,137752.77904,7.725257347282498,-4.692653492176829,0.8013323776282366,0.7532111388134008,-0.0453421269579555,38.17691673536685
AT1G59870.1,Q9XIE2,ABC-2 and Plant PDR ABC-type transporter family protein,1.889878919,4.54149e-6,1469,165082.04984,8.001769565585032,-0.6536558142337725,0.9062156642645994,0.8182241339436566,0.04683458134785566,33.696392103471744
AT1G59900.1,P52901,pyruvate dehydrogenase complex E1 alpha subunit,0.582930373,6.54223e-5,389,43059.16824,7.5418475947149854,-2.318025043742688,0.7542776575134273,0.7057306503671975,-0.33007712082262214,44.35321336760926
AT1G59990.1,Q944S1,DEA(D/H)-box RNA helicase family protein,1.113327966,0.023192042,581,64747.36954,5.9423352302237555,-10.623870123223924,0.8702974348768607,0.6995711950396362,-0.3075731497418245,38.73321858864028
AT1G60030.1,Q0WPE9,nucleobase-ascorbate transporter 7,1.904323364,0.00123389,538,58508.42144,9.78784551399054,12.271946654158171,0.8626636472787645,0.6242871741737932,0.4503717472118959,42.60947955390335
AT1G60170.1,Q8RXN6,pre-mRNA processing ribonucleoprotein binding region-containing protein,1.174715491,0.012075347,485,52644.94534,5.471869660538547,-8.530198134706186,0.819388771353523,0.8350565140085652,-0.39278350515463917,44.95484536082474
AT1G60420.1,O80763,DC1 domain-containing protein,1.080911112,0.17943823,578,65169.75864,4.633903951008419,-34.54010658579132,0.7175407065957636,0.7167561832279534,-0.42716262975778546,33.688581314878896
AT1G60650.2,O22703,RNA-binding (RRM/RBD/RNP motifs) family protein with retrovirus zinc finger-like domain,1.132983154,0.028089999,292,34397.60074,8.536633870537516,1.816593493313964,0.7166231024028726,0.7895866784674864,-1.534931506849315,42.61883561643835
AT1G60660.1,O22704,cytochrome B5-like protein,1.204930383,0.005296121,121,13709.44744,5.568263662582991,-5.262203747641397,0.6960179859653078,0.4227226752829956,-0.39669421487603307,64.29669421487604
AT1G60770.1,O22714,Tetratricopeptide repeat (TPR)-like superfamily protein,0.901674095,0.01670325,491,55905.36034,9.222136002852336,6.681197047213743,0.8669267229540268,0.7421063116279043,-0.4619144602851324,38.852953156822814
AT1G61065.1,Q8W576,Protein of unknown function (DUF1218),3.484140278,2.35327e-6,180,19865.35404,9.7245046007292,7.193726232204501,0.6256013017244464,0.5819863089134587,0.5983333333333333,35.672777777777775
